rank_relaxed,har_id,har_alt_id,chrom,start,end,phylop_mean,gene,gene_distance,gene_confidence,gwas_trait,gwas_pval,gwas_distance,within_gwas25,within_ddg1mb,in_anchored,tier,brain_dnase_overlap,gene_peak_pcw,gene_midfetal_frac,score_constraint,score_gene,score_disease,score_brain,score_temporal,total_score
14,HAR_31,ZOOHAR.277,chr1,44252362,44252762,6.030293998718261,SLC6A9,235022.0,strong,Educational attainment (years of education),1e-10,10739.0,True,True,True,anchored (both gates),True,35.0,0.4674861284108546,0.877092820180136,0.7237334999999999,0.11408800000000002,0.8,0.4674861284108546,0.5761029935520859
15,HAR_3187,HARsv2_3040,chr9,106615975,106616302,6.0177484942245965,ZNF462,246863.0,strong,Educational attainment (years of education),2e-08,67694.0,False,True,False,relaxed (constraint only),True,9.0,0.6272837043609837,0.8749029830733689,0.71485275,0.0,0.8,0.6272837043609837,0.5685193449092435
16,HAR_1579,ZOOHAR.299,chr2,156784627,156784689,6.1153871378590985,NR4A2,451906.0,strong,Educational attainment,2e-13,66498.0,False,True,False,relaxed (constraint only),True,12.0,0.8247855515394904,0.8919459585067775,0.5610705,0.0,0.8,0.8247855515394904,0.5627362548083565
17,HAR_1656,HARsv2_1572,chr2,205892317,205892437,5.1476170670752435,NDUFS1,267007.0,definitive,Educational attainment,8e-10,93701.0,False,True,False,relaxed (constraint only),True,25.0,0.5089895319943789,0.7230202040350202,0.882993,0.0,0.8,0.5089895319943789,0.5620121998699692
18,HAR_3188,HARsv2_3041,chr9,106859819,106860259,3.338142412359064,ZNF462,2906.0,strong,Educational attainment,9e-11,6891.0,True,True,True,anchored (both gates),True,9.0,0.6272837043609837,0.407173619734397,0.8978205,0.1455348979172506,0.8,0.6272837043609837,0.5549730916601301
19,HAR_381,HARsv2_0359,chr11,22491771,22492110,3.9279760088995888,FANCF,133713.0,definitive,Educational attainment,3e-09,129151.0,False,True,False,relaxed (constraint only),True,8.0,0.5490811734637683,0.5101299812880202,1.0,0.0,0.8,0.5490811734637683,0.5536408513433335
20,HAR_3105,HARsv2_2961;ZOOHAR.13,chr9,16708805,16709053,5.8096020425293435,BNC2,161617.0,definitive,Educational attainment,9e-13,21207.0,True,True,True,anchored (both gates),True,8.0,0.281219684622549,0.8385706997607009,0.838383,0.03655164652935731,0.8,0.281219684622549,0.5499851218117229
21,HAR_2640,HARsv2_2513,chr6,100456335,100457149,4.589729989431276,SIM1,7539.0,definitive,Major depressive disorder,4e-09,38185.0,False,True,False,relaxed (constraint only),True,8.0,0.34386862837556254,0.6256401564946792,1.0,0.0,0.8,0.34386862837556254,0.5469524430203015
22,HAR_2395,HARsv2_2277,chr5,88480792,88481366,4.07853457917442,MEF2C,401818.0,definitive,Alzheimer's disease or educational attainment (pleiotropy),2e-08,18342.0,True,True,True,anchored (both gates),True,24.0,0.8106719213324207,0.53641021131752,0.748182,0.04100779383109537,0.8,0.8106719213324207,0.5449578891513742
23,HAR_1198,HARsv2_1137,chr17,68206139,68206241,4.5974436389258715,PRKAR1A,306137.0,definitive,Major depressive disorder,2e-15,104988.0,False,True,False,relaxed (constraint only),True,24.0,0.5781460142446633,0.6269865858790368,0.843863,0.0,0.8,0.5781460142446633,0.5428027583068555
24,HAR_376,HARsv2_0355,chr11,17765373,17765683,3.2046301633628542,KCNC1,30010.0,definitive,Educational attainment (MTAG),6e-09,23730.0,True,True,True,anchored (both gates),True,19.0,0.6286312561368581,0.3838688513046001,1.0,0.00835339832961021,0.8,0.6286312561368581,0.5416547774603794
25,HAR_932,HARsv2_0880,chr15,37045663,37046182,4.105962930454711,MEIS2,54367.0,strong,Educational attainment (MTAG),2e-09,66545.0,False,True,False,relaxed (constraint only),True,9.0,0.6530344534554211,0.5411978722235726,0.85922475,0.0,0.8,0.6530344534554211,0.5401585692607361
26,HAR_1308,HARsv2_1243,chr18,55692176,55692479,2.807781318719353,TCF4,103984.0,definitive,Educational attainment,9e-17,12149.0,True,True,True,anchored (both gates),True,9.0,0.6200345922109919,0.3145982750422545,0.896016,0.1649632236089562,0.8,0.6200345922109919,0.5393722905556876
27,HAR_846,HARsv2_0796,chr14,69852566,69852794,3.7818131825749224,SMOC1,26621.0,definitive,Educational attainment,1e-09,485553.0,False,True,False,relaxed (constraint only),True,25.0,0.519306900606122,0.48461703512652116,0.973379,0.0,0.8,0.519306900606122,0.5373685720472383
28,HAR_1764,ZOOHAR.307,chr20,50510350,50510419,4.09094409340991,ADNP,421018.0,definitive,Educational attainment (years of education),4e-09,7468.0,True,True,True,anchored (both gates),True,9.0,0.6366399942589965,0.5385763111155436,0.728982,0.11778614738563054,0.8,0.6366399942589965,0.534086281453757
29,HAR_1554,HARsv2_1476,chr2,144514690,144514707,1.1912941310335607,ZEB2,5412.0,definitive,Educational attainment,3e-11,1665.0,True,True,True,anchored (both gates),True,13.0,0.7323008522083948,0.032437949963613974,1.0,0.19644110041689333,0.8,0.7323008522083948,0.5321079362184754
30,HAR_1549,HARsv2_1471,chr2,143955736,143955942,6.4274746074055615,ZEB2,564177.0,definitive,Educational attainment,1e-11,103479.0,False,True,False,relaxed (constraint only),True,13.0,0.7323008522083948,0.9464213063666437,0.43582299999999996,0.0,0.8,0.7323008522083948,0.52890455219669
31,HAR_1144,HARsv2_1086,chr17,2238369,2238811,3.1482622605357555,PAFAH1B1,354842.0,definitive,Obesity class II and Schizophrenia,4e-08,1355.0,True,True,True,anchored (both gates),True,24.0,0.6798846163047236,0.374029747161458,0.795158,0.13993943320404026,0.8,0.6798846163047236,0.5288997612654153
32,HAR_1445,HARsv2_1374,chr2,58054993,58055701,4.553067449162117,FANCL,185624.0,definitive,Schizophrenia,1e-10,33978.0,False,True,False,relaxed (constraint only),True,8.0,0.5347702992381207,0.6192406536966617,0.814376,0.0,0.8,0.5347702992381207,0.5274388370072214
33,HAR_1487,HARsv2_1412,chr2,100149084,100149262,1.9911044203360508,AFF3,24998.0,strong,Intelligence (MTAG),5e-17,2609.0,True,True,True,anchored (both gates),True,12.0,0.7988263440648333,0.17204606622336258,0.7312515,0.2919970901063298,0.8,0.7988263440648333,0.5271936437182115
34,HAR_2560,HARsv2_2434,chr6,35596592,35596869,1.8879103369964971,FANCE,144255.0,definitive,Educational attainment,1e-08,1487.0,True,True,True,anchored (both gates),True,9.0,0.6045564871441274,0.15403338024410287,1.0,0.1504832,0.8,0.6045564871441274,0.5266189270144036
35,HAR_2520,ZOOHAR.283,chr5,179120896,179120989,4.72230564530027,GRM6,125576.0,definitive,Educational attainment,2e-09,146.0,True,True,True,anchored (both gates),False,17.0,0.6535319376031715,0.6487814411534601,1.0,0.17296336039021395,0.0,0.6535319376031715,0.5224906256612297
36,HAR_2052,ZOOHAR.177,chr3,158058408,158059059,6.384051749578518,RSRC1,50992.0,definitive,Depressive symptoms,3e-08,38369.0,False,True,False,relaxed (constraint only),False,8.0,0.5404626325970561,0.9388417797402292,1.0,0.0,0.0,0.5404626325970561,0.5218768893077939
37,HAR_1085,HARsv2_1028,chr16,65009817,65009967,3.3040311357086782,CDH11,112096.0,definitive,Educational attainment,4e-09,108287.0,False,True,False,relaxed (constraint only),True,21.0,0.6670503438066382,0.4012194439253703,0.887904,0.0,0.8,0.6670503438066382,0.5207669597743518
38,HAR_2290,HARsv2_2176;ZOOHAR.23,chr4,177351744,177352222,3.361865624576374,AGA,90281.0,definitive,Educational attainment,1e-08,265085.0,False,True,False,relaxed (constraint only),True,26.0,0.44218839572540825,0.4113145429177899,1.0,0.0,0.8,0.44218839572540825,0.517637624056256
39,HAR_1708,HARsv2_1621;ZOOHAR.9,chr20,675745,675964,5.179613743038419,SLC52A3,100021.0,definitive,Schizophrenia vs ADHD (ordinary least squares (OLS)),8e-10,851489.0,False,True,False,relaxed (constraint only),True,,0.0,0.728605273041432,1.0,0.0,0.8,0.0,0.5172147149402929
40,HAR_755,HARsv2_0711,chr14,24007062,24007204,3.3249149401521723,TINF2,235419.0,definitive,Educational attainment (years of education),6e-11,81229.0,False,True,False,relaxed (constraint only),True,12.0,0.5902404467785476,0.4048647441142886,0.914581,0.0,0.8,0.5902404467785476,0.5168349227520262
41,HAR_3179,HARsv2_3032,chr9,99103898,99104243,2.9670376005278425,TGFBR1,869.0,definitive,Depression severity  x hours spent watching television interaction,4e-08,191285.0,False,True,False,relaxed (constraint only),True,8.0,0.5281868740403695,0.34239670399870686,1.0,0.0,0.8,0.5281868740403695,0.5162451140284264
42,HAR_353,HARsv2_0336,chr10,129955904,129956424,3.1985164981082552,EBF3,7850.0,definitive,Educational attainment,5e-10,61353.0,False,True,False,relaxed (constraint only),True,8.0,0.4811769716209656,0.38280170163041727,0.99215,0.0,0.8,0.4811769716209656,0.5156026279593189
43,HAR_2397,HARsv2_2279,chr5,88830177,88830447,4.023859812751056,MEF2C,52737.0,definitive,Educational attainment (MTAG),6e-14,5668.0,True,True,True,anchored (both gates),False,24.0,0.8106719213324207,0.5268666467380191,0.947263,0.2044838240220667,0.0,0.8106719213324207,0.5154632357624009
44,HAR_14,HARsv2_0013,chr1,20386867,20387046,3.024442109237405,DDOST,274323.0,definitive,Educational attainment,6e-09,11583.0,True,True,True,anchored (both gates),True,8.0,0.5592921002282187,0.35241674929313216,0.875677,0.08825003573888213,0.8,0.5592921002282187,0.513871517914757
45,HAR_2153,HARsv2_2044,chr4,42148251,42148980,5.572198919048323,PHOX2B,399526.0,definitive,Personality traits or cognitive traits (multivariate analysis),9e-10,2262.0,True,True,True,anchored (both gates),True,8.0,0.008548901252833419,0.797131619385441,0.750474,0.16454594705629488,0.8,0.008548901252833419,0.511249360232537
46,HAR_1889,ZOOHAR.169,chr3,50381521,50381623,5.648982698117161,NPRL2,30746.0,strong,Genetic generalized epilepsy,1e-09,2027.0,True,True,True,anchored (both gates),False,35.0,0.5604320214545669,0.8105343461301215,0.8769405,0.16540559999999999,0.0,0.5604320214545669,0.509168735332404
47,HAR_1964,ZOOHAR.31,chr3,81216880,81217184,5.0910146051885175,GBE1,544461.0,definitive,Educational attainment,8e-10,13577.0,True,True,True,anchored (both gates),True,37.0,0.4922370589536692,0.7131401572472232,0.605539,0.08313120246287282,0.8,0.4922370589536692,0.5089357846708059
48,HAR_480,HARsv2_0453,chr11,125193164,125193394,4.064936973005914,TMEM218,81538.0,strong,Cognitive processing accuracy,1e-08,234635.0,False,True,False,relaxed (constraint only),True,8.0,0.4789584797597114,0.5340367282450748,0.8388465,0.0,0.8,0.4789584797597114,0.5078834584691772
49,HAR_156,HARsv2_0143,chr1,164563928,164564046,3.5537522450044885,PBX1,4569.0,strong,Depression severity  x hours spent watching television interaction,2e-08,87633.0,False,True,False,relaxed (constraint only),True,12.0,0.7437815904915887,0.4448086476720322,0.74657325,0.0,0.8,0.7437815904915887,0.5056855435737185
50,HAR_1991,HARsv2_1891,chr3,97735936,97736086,5.46058448342716,ARL6,28671.0,definitive,Schizophrenia vs bipolar disorder (ordinary least squares (OLS)),4e-08,2626590.0,False,True,False,relaxed (constraint only),False,12.0,0.6462446801759509,0.7776491479633058,1.0,0.0,0.0,0.6462446801759509,0.5045325625639416
51,HAR_3057,HARsv2_2916,chr9,3646860,3647143,2.4403574929071845,RFX3,120859.0,definitive,Educational attainment (years of education),4e-10,305749.0,False,True,False,relaxed (constraint only),True,9.0,0.5719358305728518,0.25046388107825435,1.0,0.0,0.8,0.5719358305728518,0.5039035870097234
52,HAR_2559,HARsv2_2433,chr6,35060022,35060189,5.108390343193438,SCUBE3,153766.0,strong,Educational attainment,5e-12,90090.0,False,True,False,relaxed (constraint only),True,9.0,0.5420036175508811,0.7161731190432079,0.6346755,0.0,0.8,0.5420036175508811,0.5034093655788545
53,HAR_1290,HARsv2_1225,chr18,45291880,45292671,4.868364735660991,SETBP1,611401.0,definitive,Educational attainment (MTAG),7e-09,12473.0,True,True,True,anchored (both gates),True,9.0,0.6231980263973231,0.6742762800428869,0.538599,0.08172516548219312,0.8,0.6231980263973231,0.5032463525516525
54,HAR_2970,HARsv2_2832,chr8,76684822,76685557,5.535469470380926,ZFHX4,3576.0,definitive,Depression,2e-08,4782.0,True,True,True,anchored (both gates),False,9.0,0.4065475911448704,0.7907204376235931,1.0,0.1245262204381325,0.0,0.4065475911448704,0.5029279933153058
55,HAR_65,HARsv2_0054,chr1,63087861,63088118,3.4781358037395482,ALG6,279508.0,definitive,Educational attainment,6e-11,397489.0,False,True,False,relaxed (constraint only),True,12.0,0.5323406337144918,0.43160968153661194,0.870492,0.0,0.8,0.5323406337144918,0.5027298466584933
56,HAR_1680,HARsv2_1595,chr2,216636797,216636900,2.2284764687991836,SMARCAL1,224174.0,definitive,Intelligence,1e-08,7765.0,True,True,True,anchored (both gates),True,9.0,0.5510513231982622,0.21347972240645083,0.925826,0.110304,0.8,0.5510513231982622,0.5022859341465173
57,HAR_224,HARsv2_0209,chr1,243476286,243476360,2.1188267251455914,SDCCAG8,220282.0,definitive,Cognitive performance (MTAG),4e-08,11364.0,True,True,True,anchored (both gates),True,19.0,0.6107000756121077,0.19434019098932898,0.929718,0.08070264796660152,0.8,0.6107000756121077,0.5007554395003473
58,HAR_728,ZOOHAR.113,chr13,100636708,100636759,4.8999803907731,PCCA,547616.0,definitive,Educational attainment (years of education),3e-08,5743.0,True,True,True,anchored (both gates),True,25.0,0.4151247209621803,0.6797948412736616,0.602384,0.11589446079829076,0.8,0.4151247209621803,0.49812562105678015
59,HAR_2396,HARsv2_2278,chr5,88633671,88634028,4.172484029398108,MEF2C,249156.0,definitive,Depressive symptoms,1e-08,23.0,True,True,True,anchored (both gates),False,24.0,0.8106719213324207,0.5528092323663821,0.9008440000000001,0.1598528,0.0,0.8106719213324207,0.49800716772632214
60,HAR_933,ZOOHAR.250,chr15,37220225,37220293,4.298234431388882,MEIS2,119676.0,strong,Educational attainment (MTAG),2e-09,107498.0,False,True,False,relaxed (constraint only),True,9.0,0.6530344534554211,0.5747591584621672,0.660243,0.0,0.8,0.6530344534554211,0.49727794030953953
61,HAR_1212,HARsv2_1151,chr17,79951064,79951232,2.3845326185894278,CCDC40,85409.0,definitive,Educational attainment,9e-11,150987.0,False,True,False,relaxed (constraint only),True,37.0,0.5284269497231622,0.24071956339670014,1.0,0.0,0.8,0.5284269497231622,0.495482982812974
62,HAR_1603,HARsv2_1520,chr2,171573809,171574147,3.2848185264728147,DYNC1I2,113464.0,strong,Educational attainment,2e-08,79883.0,False,True,False,relaxed (constraint only),True,12.0,0.6213766375610376,0.3978658534305634,0.814902,0.0,0.8,0.6213766375610376,0.49508324602322307
63,HAR_3062,HARsv2_2921,chr9,3957230,3957374,2.560613623631546,GLIS3,268751.0,definitive,Educational attainment,8e-09,4338.0,True,True,True,anchored (both gates),True,37.0,0.45548516339155576,0.2714547736732415,0.8812490000000001,0.13383868375101796,0.8,0.45548516339155576,0.4947661601446701
64,HAR_2898,HARsv2_2763,chr8,15237919,15238303,2.6991892807623916,TUSC3,301959.0,definitive,Attention deficit hyperactivity disorder or risk-taking behavior (pleiotropy),9e-09,109000.0,False,True,False,relaxed (constraint only),True,24.0,0.7016391044391751,0.2956433677814343,0.848041,0.0,0.8,0.7016391044391751,0.49431580656562607
65,HAR_973,HARsv2_0919,chr15,72998198,72998381,3.537584831460961,BBS4,312020.0,definitive,Educational attainment,1.0000000000000001e-24,86400.0,False,True,False,relaxed (constraint only),True,9.0,0.5113653723595233,0.44198660076941904,0.8379800000000001,0.0,0.8,0.5113653723595233,0.493625780165038
66,HAR_1553,HARsv2_1475;ZOOHAR.44,chr2,144477007,144477623,4.552534133264179,ZEB2,42496.0,definitive,Educational attainment (MTAG),1e-09,20153.0,True,True,True,anchored (both gates),False,13.0,0.7323008522083948,0.6191475625863342,1.0,0.03489840000000001,0.0,0.7323008522083948,0.4935492273325358
67,HAR_2692,HARsv2_2562;ZOOHAR.178,chr6,149236627,149237017,3.0149555769039713,TAB2,80694.0,definitive,Educational attainment (years of education),3e-10,1284099.0,False,True,False,relaxed (constraint only),True,9.0,0.4934322207045199,0.35076086048222066,0.919306,0.0,0.8,0.4934322207045199,0.49264825406634916
68,HAR_1586,HARsv2_1504,chr2,161429628,161429809,3.4821597902969295,TBR1,13332.0,definitive,Educational attainment,8e-10,2681.0,True,True,True,anchored (both gates),False,12.0,0.753270822519948,0.43231207457986787,1.0,0.16242714766426145,0.0,0.753270822519948,0.4903129009523942
69,HAR_3235,HARsv2_3085,chrX,23300728,23301128,1.6304014402978557,PTCHD1,33720.0,definitive,Educational attainment,1e-11,145126.0,False,True,False,relaxed (constraint only),True,21.0,0.6699202507853115,0.10908480622716245,1.0,0.0,0.8,0.6699202507853115,0.48946011104884063
70,HAR_1452,HARsv2_1381,chr2,60289479,60289740,5.600863656832178,BCL11A,263914.0,definitive,Intelligence,6e-09,2382.0,True,True,True,anchored (both gates),False,12.0,0.6889946588900382,0.8021350934574909,0.736086,0.1487694200150582,0.0,0.6889946588900382,0.48707024418337064
71,HAR_363,HARsv2_0345,chr11,8357103,8357324,5.508099445041456,EIF3F,369767.0,strong,Educational attainment,3e-09,257479.0,False,True,False,relaxed (constraint only),True,8.0,0.602031944637532,0.7859429576002274,0.47267475000000003,0.0,0.8,0.602031944637532,0.4860481024669546
72,HAR_2134,HARsv2_2026,chr4,26206611,26206884,3.252228761330629,RBPJ,112861.0,strong,Educational attainment,1e-08,321117.0,False,True,False,relaxed (constraint only),True,12.0,0.5657237325565211,0.3921772597956703,0.8153542500000001,0.0,0.8,0.5657237325565211,0.48581128067678225
73,HAR_1968,HARsv2_1868,chr3,82002672,82003295,3.9447780487028847,GBE1,241027.0,definitive,Educational attainment,2e-12,103208.0,False,True,False,relaxed (constraint only),True,37.0,0.4922370589536692,0.5130628031804532,0.758973,0.0,0.8,0.4922370589536692,0.48558657072324835
74,HAR_2220,HARsv2_2108,chr4,101191868,101191927,3.2898643716412077,PPP3CA,155599.0,strong,Depression,4e-08,163598.0,False,True,False,relaxed (constraint only),True,12.0,0.602244868203166,0.3987466134661864,0.78330075,0.0,0.8,0.602244868203166,0.4845368048753695
75,HAR_2637,HARsv2_2510,chr6,99602450,99603098,4.569342475398001,PRDM13,3734.0,moderate,Educational attainment,6e-09,120084.0,False,True,False,relaxed (constraint only),True,8.0,0.521627406896294,0.6220814845602547,0.648133,0.0,0.8,0.521627406896294,0.48451760240609554
76,HAR_3219,HARsv2_3069,chr9,126437921,126438071,5.833109525792739,LMX1B,175856.0,definitive,Educational attainment,2e-10,2621.0,True,True,True,anchored (both gates),False,8.0,0.1704486948835655,0.8426739671233554,0.974144,0.1736425997816286,0.0,0.1704486948835655,0.4844917004193475
77,HAR_2929,HARsv2_2794;ZOOHAR.71,chr8,38380262,38380744,1.8241513577908868,FGFR1,87891.0,definitive,Obesity class II and Attention deficit hyperactivity disorder or Obsesive-compulsive disorder or Schizophrenia,1e-09,1186.0,True,True,True,anchored (both gates),True,9.0,0.2992040534697294,0.14290415235019507,1.0,0.1714608,0.8,0.2992040534697294,0.48447801178874994
78,HAR_537,HARsv2_0509,chr12,47759145,47759313,3.2797352977159644,VDR,145681.0,definitive,Bipolar disorder or glomerular filtration rate estimated from creatine (MTAG),3e-14,25098.0,False,True,False,relaxed (constraint only),True,35.0,0.23321135082489872,0.39697856803207204,1.0,0.0,0.8,0.23321135082489872,0.4838336566511475
79,HAR_583,HARsv2_0550,chr12,94535193,94535306,4.200247433457382,CEP83,75326.0,definitive,Educational attainment,2e-13,218167.0,False,True,False,relaxed (constraint only),True,,0.0,0.5576553772503818,1.0,0.0,0.8,0.0,0.48224769080121443
80,HAR_2389,HARsv2_2271,chr5,82222661,82223171,1.4304740778165157,RPS23,55183.0,strong,Educational attainment,4e-11,3969.0,True,True,True,anchored (both gates),True,24.0,0.6100642796723476,0.07418717757932239,0.85861275,0.1749432610579053,0.8,0.6100642796723476,0.48186860313002544
81,HAR_1750,HARsv2_1662;ZOOHAR.268,chr20,40833842,40834068,5.983252601285951,MAFB,144606.0,definitive,LDL x depression interaction (2df test),9e-20,326147.0,False,True,False,relaxed (constraint only),False,37.0,0.5904982372576391,0.8688816718996127,0.855394,0.0,0.0,0.5904982372576391,0.4788069906652538
82,HAR_1253,HARsv2_1190,chr18,37714784,37714955,5.398799152853237,CELF4,148986.0,moderate,Educational attainment (MTAG),3e-13,22208.0,True,True,True,anchored (both gates),True,19.0,0.6041425637951547,0.7668644234739099,0.42550699999999997,0.027971101965458163,0.8,0.6041425637951547,0.47765830903531215
83,HAR_1125,HARsv2_1067;ZOOHAR.15,chr16,80045958,80046209,4.98742665053252,MAF,445221.0,definitive,Depressive symptoms (SSRI exposure interaction),2e-08,88163.0,False,True,False,relaxed (constraint only),True,37.0,0.5298192337291392,0.6950587204238285,0.554779,0.0,0.8,0.5298192337291392,0.4773164205239514
84,HAR_2336,HARsv2_2222,chr5,13957033,13957148,2.126660290886374,DNAH5,12345.0,strong,Educational attainment,6e-14,139158.0,False,True,False,relaxed (constraint only),True,21.0,0.6522894555771372,0.19570755193891276,0.8907412499999999,0.0,0.8,0.6522894555771372,0.4772591631523092
85,HAR_3032,HARsv2_2893,chr8,132799014,132799192,5.198742853279391,KCNQ3,334836.0,definitive,Educational attainment,4e-15,14994.0,True,True,True,anchored (both gates),False,9.0,0.6381650273860467,0.731944288658243,0.815164,0.11525263018141794,0.0,0.6381650273860467,0.47659441381657014
86,HAR_2641,HARsv2_2514,chr6,101296272,101296546,2.2018967483523784,GRIK2,102438.0,definitive,Depression,8e-14,356844.0,False,True,False,relaxed (constraint only),True,35.0,0.6143294106487968,0.20884019131774062,0.897562,0.0,0.8,0.6143294106487968,0.47604283843356465
87,HAR_2271,HARsv2_2157;ZOOHAR.96,chr4,156770986,156771146,2.463256364710191,GLRB,305003.0,definitive,Educational attainment (MTAG),6e-09,3094.0,True,True,True,anchored (both gates),True,12.0,0.6479615470869311,0.25446091437433654,0.694997,0.14408625496727673,0.8,0.6479615470869311,0.4757230475016847
88,HAR_767,HARsv2_0723,chr14,30134917,30135411,4.717798565989251,PRKD1,207070.0,definitive,Educational attainment (MTAG),1e-13,1809.0,True,True,True,anchored (both gates),False,9.0,0.3175233517981201,0.6479947235269674,0.94293,0.24118640000000002,0.0,0.3175233517981201,0.4754803340552384
89,HAR_36,ZOOHAR.212,chr1,46278109,46278161,5.00034613549584,POMGNT1,80143.0,definitive,Educational attainment,2e-12,166657.0,False,True,False,relaxed (constraint only),False,17.0,0.5564291826296421,0.6973138363968278,1.0,0.0,0.0,0.5564291826296421,0.47483214124236645
90,HAR_1937,HARsv2_1838,chr3,69997584,69998261,3.229550663504492,MITF,234081.0,definitive,Educational attainment,5e-10,2401.0,True,True,True,anchored (both gates),True,25.0,0.2955803019265529,0.3882187629368435,0.765919,0.16815518149760825,0.8,0.2955803019265529,0.47477401875972447
91,HAR_1551,HARsv2_1473,chr2,144387088,144387507,3.101482362973461,ZEB2,132612.0,definitive,Schizophrenia,6e-10,3114.0,True,True,True,anchored (both gates),False,13.0,0.7323008522083948,0.36586424408548296,1.0,0.16146350538728285,0.0,0.7323008522083948,0.47338255216781877
92,HAR_2843,HARsv2_2709,chr7,122328735,122329014,6.469162112772276,FEZF1,24105.0,strong,Attention deficit hyperactivity disorder,2e-08,13461.0,True,True,True,anchored (both gates),False,9.0,0.27032359046463045,0.9536979245518018,0.88192125,0.07107073190402664,0.0,0.27032359046463045,0.4732567377256956
93,HAR_1462,ZOOHAR.157,chr2,74529451,74529502,5.44305887423894,HTRA2,47.0,strong,Externalizing behaviour (multivariate analysis),4e-15,422116.0,False,True,False,relaxed (constraint only),False,24.0,0.6069017745864794,0.7745900259217454,0.89996475,0.0,0.0,0.6069017745864794,0.4730860004115414
